n,slope_bps_per_unit_sentiment,stderr_bps,t_stat,p_value,r_squared,mean_fwd_ret_bps
15180,0.05385578339660187,3.035625109471345,0.01774124980998753,0.9858455064215701,2.0737378988882075e-08,5.41834071697988
