conviction_floor,sharpe_net,ci_low,ci_high,cagr,max_dd
0.05,0.07334583333261672,-0.672662855016303,0.8396995901531009,0.05862721824638961,-0.288579003757942
0.1,0.0659194571858768,-0.6732706088325979,0.8302677463572614,0.05737855682068527,-0.2975969594498571
0.15,0.08025703752113637,-0.6455708800708598,0.8332648813381119,0.059801904043281784,-0.2948721857056915
0.2,0.15128471363092597,-0.5722047528998214,0.8987543818497248,0.07214654743774251,-0.2605417710672979
