horizon,cost_threshold_bps,actual_round_trip_bps,sharpe_net,ci_low,ci_high,cagr,max_dd
1,20,22.224520000000002,0.0019504658809201163,-0.716365900493654,0.7819249977846692,0.04653513543796217,-0.44613515728877806
1,32,32.00000000000001,-0.05058474351978009,-0.7656728018411967,0.7257727108975099,0.03767708658604829,-0.44939044300960307
1,50,50.0,-0.14724410009115768,-0.8574144013103606,0.615987408600991,0.021558432558608454,-0.4553358070299035
5,32,32.0,0.1006644730202051,-0.5826709364436389,0.8945885370584801,0.062688651313153,-0.4148422270168226
20,32,32.0,0.1423213467019074,-0.4188547225195152,0.882304824071619,0.0692961739858615,-0.3294024786151122
10,32,32.0,0.09200738705570613,-0.641804435148709,0.9510282791320898,0.061532923703719655,-0.34914669903494755
