threshold,sharpe_net,sharpe_gross,cagr,max_dd,exposure,turnover,cost_drag
0.5,-0.27904291745727056,0.2941233022547858,0.0008927291477611732,-0.33799641694374516,0.832443746729461,56.83160648874936,0.09157845210633175
0.52,-0.46843782534470846,0.08330168773374419,0.014800418240041857,-0.23470098950768437,0.2596546310832026,29.170486656200946,0.047008158621036106
0.54,-0.021015162385852302,0.39186275691924205,0.059016136883741854,-0.05480445649224419,0.0379905808477237,6.909890109890111,0.011137350646153846
0.56,-0.20465054085282414,-0.04070189555640646,0.05710287148827953,-0.02394292327616332,0.006488749345892204,1.3186813186813187,0.002124693626373626
0.58,-0.08658435878236974,0.04184129593089123,0.059497091827251936,-0.009856131839025117,0.0018838304552590268,0.42197802197802203,0.0006799019604395604
0.6,0.0,0.0,0.060000000000025366,0.0,0.0,0.0,0.0
